,API_NUMBER,LATITUDE,LONGITUDE
391154,120972663900,42.446162,-87.885025
343332,120974954900,42.287228,-87.88155
269494,121432473200,40.938333,-89.74635
572948,120732215000,41.475667,-90.176445
93775,121930018200,37.980936,-88.05778
116060,120190042100,40.10583,-88.304812
15772,120810224200,38.299241,-89.066202
480727,121412513700,41.981277,-89.321858
451220,120973730800,42.412074,-87.840943
551520,120272442300,38.611692,-89.624797
54781,121930185701,38.229682,-88.071049
19925,120210200400,39.730991,-89.22399
206452,121532091500,37.3016,-89.05325
576452,120852191800,42.226797,-90.151242
171212,121450216000,38.161238,-89.211603
31666,120232552400,39.438984,-88.004247
52697,121210394102,38.584287,-89.012437
310270,121190079400,38.764971,-89.662071
600388,120975277100,42.363056,-87.485833
299206,120572496100,40.611983,-90.024233
584113,121112902400,42.412434,-88.210769
573269,120792511600,38.995792,-88.157349
555709,120890183500,41.850496,-88.364795
634665,120770116800,37.885395,-89.367415
260828,121432819300,40.751784,-89.835826
22842,120250043100,38.864846,-88.624152
569631,120570100000,40.615408,-89.978873
403134,120370087700,42.055558,-88.796082
553316,120272503400,38.543918,-89.43017
339579,121292082400,39.917708,-89.758622
201252,120932488700,41.602233,-88.4648
617996,120314670300,41.869801,-87.707668
437909,120430150100,41.797258,-87.954175
277657,120910174500,41.043675,-88.065077
335412,121192583300,38.710015,-90.150061
205581,121974259700,41.49965,-88.0587
177295,121010599000,38.817792,-87.805149
579594,121110083100,42.173971,-88.278313
451815,120973879800,42.181388,-87.982217
14200,120650165200,37.990248,-88.442287
533275,121832479600,40.120054,-87.930584
414758,120192594000,40.053257,-88.008802
593474,121572673700,37.913444,-89.885389
281375,120932124200,41.596298,-88.542634
621867,120314495700,41.626108,-87.688739
557126,120890148100,41.950372,-88.418699
116845,121732250300,39.270728,-88.594709
592852,121974018000,41.678026,-88.205138
224172,121970018100,41.319742,-88.235899
601575,120314909900,41.803565,-87.630893
353768,120512847500,38.900165,-89.021036
173055,121932852900,38.148085,-88.346795
520921,121992339900,37.794766,-88.972951
531132,121792181500,40.518086,-89.661971
475177,120310316400,41.878138,-87.647307
476137,120312651100,41.847408,-87.638847
274889,121570061000,38.087227,-89.652246
17308,121152148500,39.90317,-89.058634
324999,120272719100,38.536667,-89.608889
436546,120372187100,41.660029,-88.780819
133217,121010952800,38.650134,-87.690811
423083,122013091800,42.172953,-89.146137
554917,120850013700,42.348015,-90.388974
187872,121930059302,38.129218,-87.986591
314052,121250022900,40.23095,-90.009974
520047,122010136300,42.338702,-88.993553
63333,120650039601,37.955504,-88.532485
151464,120710028400,40.800327,-90.937371
325609,120532144400,40.413567,-88.154608
376478,120313503900,41.47425,-87.718844
388620,121052249900,40.737212,-88.512278
7071,120470117700,38.534236,-88.132024
500716,121412377700,42.129725,-89.201735
120530,121210141600,38.66322,-88.917685
100955,121930193200,38.003125,-88.103694
569215,120570015600,40.481178,-90.181988
71269,121932902100,37.94235,-88.221832
352808,120852345800,42.384616,-90.413659
106310,121912973000,38.493897,-88.149256
47956,121590243201,38.827445,-88.147901
371682,120190047900,40.112012,-88.230527
272070,121450144800,37.988083,-89.207238
486871,121512045400,37.435878,-88.561341
167743,121010414400,38.652329,-87.715337
630437,120770071900,37.934166,-89.556626
419949,122012332500,42.234298,-89.352895
266594,121113717600,42.3423,-88.254571
113897,120330915800,38.889668,-87.557879
158747,120230668700,39.445012,-87.968021
360463,121452863100,38.049016,-89.4914
578373,121110128400,42.17905,-88.281644
234149,120313799200,41.577638,-87.548779
130867,121332121100,38.395213,-90.173854
254367,121973922000,41.637632,-88.162032
622306,121913354000,38.257572,-88.213848
626429,122013307300,42.359528,-89.020093
498462,121410061700,42.047492,-89.677615
457014,121012811700,38.735517,-87.576032
77532,120212539700,39.773004,-89.247852
363241,121292052800,39.981276,-89.981204
300810,121114352000,42.2827,-88.476633
403501,120370098100,41.923135,-88.690158
611488,121572378200,38.212387,-89.693792
104543,121913168100,38.363806,-88.333728
143846,121652574700,37.879029,-88.422022
594844,120314292700,41.835147,-87.842936
57543,121850269600,38.4706,-87.761134
355009,121110071900,42.212193,-88.587666
255534,121113855000,42.355513,-88.203252
280488,120930101100,41.679246,-88.393194
492718,121632530100,38.535995,-90.008715
209802,121933126000,38.001018,-88.053189
314731,121192574200,38.768715,-89.706724
